Country.Name,age_dependency,co2_kg_ppp_gdp,co2_kt,f_labor_force,f_lifeexp,f_net_enrollment,f_out_school,f_pop,fertility_rate,gdp_currentUS,gdp_energy_perunit,gdp_ppp_current,gini_index,m_lifeexp,m_pop,pop_density,pop_growth,pop_largest_city,pop_largest_city_perc,pop_lifeexp,pop_perc,pop_w_electric,rural_pop,urban_pop,Region,Income.Group
Cameroon,83.0176316118181,NA,NA,NA,NA,NA,NA,50.0034878287467,NA,38675205293.0462,NA,95445473795.987,NA,NA,49.9965121712533,53.3439889149796,2.61229075104427,3655656,25.7161651648096,NA,25216237,NA,43.626,56.374,Sub-Saharan Africa,Lower middle income
Canada,49.4818756303058,NA,NA,61.3022003173828,NA,NA,NA,50.3915299543153,NA,1713341704877.01,NA,1783652225328.18,NA,NA,49.6084700456847,4.07530821431988,1.40924661684667,6082425,20.1605171497434,NA,37058856,NA,18.589,81.411,North America,High income
Cayman Islands,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,267.391666666667,1.2418234783193,NA,NA,NA,64174,NA,0,100,Latin America & Caribbean,High income
Central African Republic,89.1077316362292,NA,NA,NA,NA,NA,NA,50.4364737081782,NA,2219894701.95124,NA,4012783796.96728,NA,NA,49.5635262918218,7.49041221227006,1.51905153699811,850946,44.0858978344213,NA,4666377,NA,58.636,41.364,Sub-Saharan Africa,Low income
Chad,98.4395487485402,NA,NA,NA,NA,NA,NA,50.0848994170785,NA,11273115239.4255,NA,30464211277.3747,NA,NA,49.9151005829215,12.2917336404066,3.02357969868233,1322679,37.0600571866467,NA,15477751,NA,76.941,23.059,Sub-Saharan Africa,Low income
Channel Islands,48.1170348620028,NA,NA,NA,NA,NA,NA,50.5290446696697,NA,NA,NA,NA,NA,NA,49.4709553303303,861.106093786457,1.0814932456123,NA,NA,NA,170499,NA,69.086,30.914,Europe & Central Asia,High income
Chile,45.5258883363112,NA,NA,49.2486991882324,NA,NA,NA,50.7270318390045,NA,298231133532.749,NA,472396758342.59,NA,NA,49.2729681609955,25.1894460666519,1.39101054110467,6680371,40.7339645446385,NA,18729160,NA,12.436,87.564,Latin America & Caribbean,High income
China,40.4452687500938,NA,NA,NA,NA,NA,NA,48.6793739572695,NA,13608151864637.9,NA,25398677997933.1,NA,NA,51.3206260427305,148.348833270666,0.455899678672578,25582138,3.10527790612515,NA,1392730000,NA,40.848,59.152,East Asia & Pacific,Upper middle income
Colombia,46.1047242838133,NA,NA,57.0121994018555,NA,98.24626,1.75374,50.9257716952294,NA,331047040087.878,NA,745372245780.053,NA,NA,49.0742283047706,44.7487021180712,1.51727089084319,10574409,26.3666682749363,NA,49648685,NA,19.222,80.778,Latin America & Caribbean,Upper middle income
Comoros,74.0505680594387,NA,NA,NA,NA,NA,NA,49.5587044437129,NA,1177955048.65299,NA,2424876349.12256,NA,NA,50.4412955562871,447.244477540227,2.23917061120128,NA,NA,NA,832322,NA,71.035,28.965,Sub-Saharan Africa,Lower middle income
"Congo, Dem. Rep.",96.7864098705267,NA,NA,NA,NA,NA,NA,50.0977433863968,NA,47227535290.9218,NA,78365921094.2105,NA,NA,49.9022566136032,37.0825923557045,3.22669890036105,13171256,35.2392413310837,NA,84068091,NA,55.54,44.46,Sub-Saharan Africa,Low income
"Congo, Rep.",80.002533041084,NA,NA,NA,NA,NA,NA,50.0656037730416,NA,11263682694.0393,NA,29693915856.9578,NA,NA,49.9343962269584,15.3568462664715,2.58170130027223,2229693,63.5363623359297,NA,5244363,NA,33.084,66.916,Sub-Saharan Africa,Lower middle income
Costa Rica,44.6646067981448,NA,NA,46.3674011230469,NA,NA,NA,50.0098510974123,NA,60130106115.6294,NA,88345598621.0641,NA,NA,49.9901489025877,97.9130630630631,0.99478225758881,1357745,34.2298205294467,NA,4999441,NA,20.66,79.34,Latin America & Caribbean,Upper middle income
Cote d'Ivoire,81.146021189895,NA,NA,NA,NA,89.7329,10.14562,49.5191195771262,NA,43007047821.7541,NA,105468425780.144,NA,NA,50.4808804228738,78.8340534591195,2.55235886056005,4920776,38.6552483035222,NA,25069229,NA,49.221,50.779,NA,NA
Croatia,53.7453385581835,NA,NA,45.5056991577148,NA,NA,NA,51.8526217475815,NA,60971699315.1776,NA,112784755737.399,NA,NA,48.1473782524185,73.0771979985704,-0.855405632614006,685587,29.4396105103464,NA,4089400,NA,43.053,56.947,Europe & Central Asia,High income
Cuba,45.7671852236209,NA,NA,NA,NA,97.65977,2.34023,50.3328498327681,NA,100023000000,NA,NA,NA,NA,49.6671501672319,108.999596231494,-0.00988649624040443,2136468,24.4599356510304,NA,11338138,NA,22.963,77.037,Latin America & Caribbean,Upper middle income
Curacao,55.2047226510539,NA,NA,52.1599998474121,NA,NA,NA,54.0954698223689,NA,3127908037.85918,NA,4434702004.77894,NA,NA,45.9045301776311,NA,-0.203734790367624,NA,NA,NA,159849,NA,10.855,89.145,NA,NA
Cyprus,43.8991986273938,NA,NA,57.3726997375488,NA,NA,NA,49.9710744983023,NA,24961988663.2026,NA,33509176476.8799,NA,NA,50.0289255016977,128.708333333333,0.809225398288843,NA,NA,NA,1189265,NA,33.19,66.81,Europe & Central Asia,High income
Czech Republic,53.8638588674884,NA,NA,52.7762985229492,NA,NA,NA,50.8085889327815,NA,245225882903.37,NA,422303340925.235,NA,NA,49.1914110672185,137.602887852888,0.294597801117122,1291552,16.4719593241246,NA,10625695,NA,26.208,73.792,Europe & Central Asia,High income
Denmark,56.9149595549447,NA,NA,58.4314994812012,NA,NA,NA,50.2742027259115,NA,355675329085.952,NA,322750574381.301,NA,NA,49.7257972740885,138.067301738509,0.561579124028305,1320826,25.9267736170828,NA,5797446,NA,12.126,87.874,Europe & Central Asia,High income
Djibouti,51.7489777057565,NA,NA,NA,NA,62.90327,37.09673,47.3667854457553,NA,2955912228.22417,NA,NA,NA,NA,52.6332145542447,41.3684210526316,1.5578736070438,561564,75.2949442156877,NA,958920,NA,22.223,77.777,Middle East & North Africa,Lower middle income
Dominica,NA,NA,NA,NA,NA,NA,NA,NA,NA,550892592.592593,NA,797176307.931632,NA,NA,NA,95.5,0.233431051672096,NA,NA,NA,71625,NA,29.517,70.483,Latin America & Caribbean,Upper middle income
Dominican Republic,53.9881764082554,NA,NA,NA,NA,NA,NA,50.007796071702,NA,85555390387.0355,NA,188612893831.526,NA,NA,49.992203928298,219.97857586421,1.07884114802307,3172152,36.8175557007141,NA,10627165,NA,18.926,81.074,Latin America & Caribbean,Upper middle income
Ecuador,54.2873772642197,NA,NA,54.6300010681152,NA,NA,NA,49.9706251782698,NA,108398058000,NA,200474463330.779,NA,NA,50.0293748217302,68.7886817522951,1.76561120074764,2898796,26.5861487148008,NA,17084357,NA,36.179,63.821,Latin America & Caribbean,Upper middle income
"Egypt, Arab Rep.",64.0110549611599,NA,NA,NA,NA,NA,NA,49.4699716435901,NA,250894760351.232,NA,1221664113457.69,NA,NA,50.5300283564099,98.8734692852479,2.03326217641077,20076002,47.7649634748908,NA,98423595,NA,57.296,42.704,Middle East & North Africa,Lower middle income
El Salvador,54.8447029713715,NA,NA,45.4934997558594,NA,NA,NA,53.1140024358563,NA,26057000000,NA,53496381453.9421,NA,NA,46.8859975641437,309.881467181467,0.509367035813322,1106698,23.9316479587026,NA,6420744,NA,27.977,72.023,Latin America & Caribbean,Lower middle income
Equatorial Guinea,65.493062807698,NA,NA,NA,NA,NA,NA,44.4558529404125,NA,13432377049.5402,NA,29771074844.9589,NA,NA,55.5441470595875,46.6657397504456,3.6545067728316,375896,39.8054499842746,NA,1308974,NA,27.857,72.143,Sub-Saharan Africa,Upper middle income
Eritrea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sub-Saharan Africa,Low income
Estonia,56.2094881058675,NA,NA,57.3908996582031,NA,NA,NA,52.8584268202066,NA,30732144528.9795,NA,47517185746.2244,NA,NA,47.1415731797934,30.3861053600184,0.26532574046817,437027,48.0341823977138,NA,1320884,NA,31.12,68.88,Europe & Central Asia,High income
Eswatini,72.7923631314568,NA,NA,NA,NA,NA,NA,51.1489306276479,NA,4710618471.93167,NA,12086620030.3733,NA,NA,48.8510693723521,66.0576162790698,1.01179839738944,NA,NA,NA,1136191,NA,76.201,23.799,Sub-Saharan Africa,Lower middle income
Ethiopia,79.4820265011684,NA,NA,NA,NA,NA,NA,49.9788884188067,NA,84355604752.5299,NA,220867127067.366,NA,NA,50.0211115811933,109.224559,2.62001348207265,4399674,19.4003737935325,NA,109224559,NA,79.237,20.763,Sub-Saharan Africa,Low income
Faroe Islands,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.7399698278226,0.342876363511462,NA,NA,NA,48497,NA,57.936,42.064,Europe & Central Asia,High income
Fiji,53.7569809797127,NA,NA,NA,NA,NA,NA,49.3005014205028,NA,5536759658.87012,NA,9611834270.25751,NA,NA,50.6994985794972,48.3570333880679,0.684181932039617,NA,NA,NA,883483,NA,43.752,56.248,East Asia & Pacific,Upper middle income
Finland,60.9423940532937,NA,NA,55.8902015686035,NA,NA,NA,50.7207584853832,NA,276743120515.764,NA,267167073860.011,NA,NA,49.2792415146168,18.1568556480537,0.178410431838419,1279096,27.1488368371241,NA,5518050,NA,14.618,85.382,Europe & Central Asia,High income
France,61.2671463231552,NA,NA,51.6262016296387,NA,NA,NA,51.5842404811336,NA,2777535239277.98,NA,3037362126717.57,NA,NA,48.4157595188664,122.338395739199,0.182439828965582,10900952,20.2291975765162,NA,66987244,NA,19.556,80.444,Europe & Central Asia,High income
French Polynesia,45.037685489389,NA,NA,NA,NA,NA,NA,49.3245652260033,NA,NA,NA,NA,NA,NA,50.6754347739968,75.8685792349727,0.569178577392632,NA,NA,NA,277679,NA,38.166,61.834,East Asia & Pacific,High income
Gabon,68.3212000006354,NA,NA,NA,NA,NA,NA,49.0686201649149,NA,16853589311.4139,NA,37883653707.5434,NA,NA,50.9313798350851,8.22476423332169,2.60295406093609,813489,42.9509354824403,NA,2119275,NA,10.63,89.37,Sub-Saharan Africa,Upper middle income
"Gambia, The",88.1776879113624,NA,NA,NA,NA,85.69509,14.30491,50.4021328963919,NA,1632823198.95828,NA,5955628692.73405,NA,NA,49.5978671036081,225.30652173913,2.94672228129321,437161,31.2924386085219,NA,2280102,NA,38.73,61.27,Sub-Saharan Africa,Low income
Georgia,53.0472867428444,NA,NA,55.5758018493652,NA,NA,NA,52.2912375035786,NA,17599660629.0202,NA,44789064971.9754,NA,NA,47.7087624964214,65.2752020714511,0.0803324454878194,1077333,49.2481577648156,NA,3731000,NA,41.368,58.632,Europe & Central Asia,Upper middle income
Germany,54.0428350491469,NA,NA,55.9459991455078,NA,NA,NA,50.6603673700529,NA,3947620162502.96,NA,4401361323104.99,NA,NA,49.3396326299471,237.3709697733,0.327228150005957,3552123,5.54038959350593,NA,82927922,NA,22.688,77.312,Europe & Central Asia,High income
Ghana,68.5344727529092,NA,NA,NA,NA,85.63721,3.3244,49.3258297043838,NA,65556464048.1539,NA,141295084902.813,NA,NA,50.6741702956162,130.821429199262,2.19282883696746,3064718,18.3654162432694,NA,29767108,NA,43.94,56.06,Sub-Saharan Africa,Lower middle income
Gibraltar,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3371.8,-0.0296533525287643,NA,NA,NA,33718,NA,0,100,Europe & Central Asia,High income
Greece,55.5851549068708,NA,NA,44.3203010559082,NA,NA,NA,50.916201905221,NA,218031844583.994,NA,317454786563.045,NA,NA,49.083798094779,83.2247323506594,-0.251471724522021,3155600,37.2075254566635,NA,10727668,NA,20.942,79.058,Europe & Central Asia,High income
Greenland,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.136496528200755,-0.260258979661646,NA,NA,NA,56025,NA,13.184,86.816,Europe & Central Asia,High income
Grenada,49.6629515241037,NA,NA,NA,NA,NA,NA,49.6074437635152,NA,1185925925.92593,NA,1733950624.50101,NA,NA,50.3925562364849,327.805882352941,0.521752829835629,NA,NA,NA,111454,NA,63.728,36.272,Latin America & Caribbean,Upper middle income
Guam,52.2385592403134,NA,NA,NA,NA,NA,NA,49.4944803040357,NA,5920000000,NA,NA,NA,NA,50.5055196959643,306.977777777778,0.901084421670108,NA,NA,NA,165768,NA,5.22,94.78,East Asia & Pacific,High income
Guatemala,64.6022003766005,NA,NA,NA,NA,89.52512,10.32453,50.7593494959228,NA,78460447919.9915,NA,145957393653.903,NA,NA,49.2406505040772,160.953779395297,1.9487986359316,2851104,32.3779554027252,NA,17247807,NA,48.946,51.054,Latin America & Caribbean,Upper middle income
Guinea,87.8858644556414,NA,NA,NA,NA,NA,NA,51.8211107004733,NA,10907214993.5687,NA,31096249558.4535,NA,NA,48.1788892995267,50.5222122741332,2.83313635348047,1843121,41.0811684295341,NA,12414318,NA,63.86,36.14,Sub-Saharan Africa,Low income
Guinea-Bissau,82.3582408152424,NA,NA,NA,NA,NA,NA,51.1688071945639,NA,1458156026.16376,NA,3372009139.67658,NA,NA,48.831192805436,66.6539473684211,2.49377196123486,558399,68.7091177556294,NA,1874309,NA,56.64,43.36,Sub-Saharan Africa,Low income
Guyana,53.0567977302913,NA,NA,NA,NA,NA,NA,49.8080248316125,NA,3878662620.77146,NA,6731168974.30576,NA,NA,50.1919751683875,3.95734823469647,0.486803065283861,NA,NA,NA,779004,NA,73.394,26.606,Latin America & Caribbean,Upper middle income
Haiti,61.7904271851326,NA,NA,NA,NA,NA,NA,50.652209893517004,NA,9658721168.86849,NA,20762715967.6003,NA,NA,49.347790106483,403.59854862119,1.2739963989891,2636763,42.8834760823847,NA,11123176,NA,44.722,55.278,Latin America & Caribbean,Low income
Honduras,57.3106156815722,NA,NA,50.7394981384277,NA,NA,NA,50.0493401684669,NA,23969890430.7882,NA,49267902237.2894,NA,NA,49.9506598315331,85.6870319063366,1.66710361374407,1363041,24.8998555376855,NA,9587522,NA,42.904,57.096,Latin America & Caribbean,Lower middle income
"Hong Kong SAR, China",40.402012171315,NA,NA,NA,NA,NA,NA,53.9324429767349,NA,362682018243.286,NA,481308997264.007,NA,NA,46.0675570232651,7096.19047619048,0.799050247136158,7428887,99.7032210441551,NA,7451000,NA,0,100,East Asia & Pacific,High income
Hungary,50.5337679066162,NA,NA,48.6908988952637,NA,NA,NA,52.4324280334941,NA,157882912778.254,NA,303833662366.9,NA,NA,47.5675719665059,107.906605545123,-0.196157389848075,1759497,25.2434030604325,NA,9768785,NA,28.649,71.351,Europe & Central Asia,High income
Iceland,52.9696287964005,NA,NA,77.9170989990234,NA,NA,NA,49.8117085224168,NA,25878475760.1131,NA,20260872413.3468,NA,NA,50.1882914775832,3.52692269326683,2.9196850184929,NA,NA,NA,353574,NA,6.187,93.813,Europe & Central Asia,High income
India,49.7751669461253,NA,NA,20.8318004608154,NA,NA,NA,48.0235396426684,NA,2718732231257.57,NA,10500208396732.1,NA,NA,51.9764603573316,454.938072575247,1.03732336037888,28513682,6.19464475222521,NA,1352617328,NA,65.97,34.03,South Asia,Lower middle income
Indonesia,47.9472971244701,NA,NA,53.19580078125,NA,92.01633,7.98367,49.6438821889217,NA,1042173300625.55,NA,3500935829418.65,NA,NA,50.3561178110783,147.75219008926,1.1337698607638,10516927,7.10196276396912,NA,267663435,NA,44.675,55.325,East Asia & Pacific,Lower middle income
"Iran, Islamic Rep.",44.2192580384341,NA,NA,17.5499992370605,NA,NA,NA,49.4391297606055,NA,NA,NA,NA,NA,NA,50.5608702393945,50.222420123284,1.38647970473313,8895947,14.5200207649286,NA,81800269,NA,25.102,74.898,Middle East & North Africa,Upper middle income
Iraq,71.5564988468894,NA,NA,NA,NA,NA,NA,49.4086815277589,NA,224228010477.889,NA,670122635724.908,NA,NA,50.5913184722411,88.5305700354617,2.3184640284933,6811955,25.1499973546547,NA,38433600,NA,29.527,70.473,Middle East & North Africa,Upper middle income
Ireland,54.4931876353425,NA,NA,56.0401000976563,NA,NA,NA,50.4255094845201,NA,382487490532.479,NA,403828175285.637,NA,NA,49.5744905154799,70.452983016403,0.954742911312071,1201426,39.1859645918407,NA,4853506,NA,36.83,63.17,Europe & Central Asia,High income
Isle of Man,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,147.50350877193,0.571344926815681,NA,NA,NA,84077,NA,47.412,52.588,Europe & Central Asia,High income
Israel,66.3955279721819,NA,NA,59.7919998168945,NA,NA,NA,50.2981265779531,NA,370587977153.583,NA,354633919327.052,NA,NA,49.7018734220469,410.526802218115,1.93787994310203,4010977,48.853406055616,NA,8883800,NA,7.58199999999999,92.418,Middle East & North Africa,High income
Italy,56.4475054427328,NA,NA,41.0965995788574,NA,NA,NA,51.3766696255652,NA,2083864259622.65,NA,2527866331416.53,NA,NA,48.6233303744348,205.450747943156,-0.174304003809544,4209710,9.88970527517275,NA,60431283,NA,29.562,70.438,Europe & Central Asia,High income
Jamaica,48.2508315842912,NA,NA,57.9453010559082,NA,81.81237,15.31136,50.3398296269012,NA,15713908816.1463,NA,27372406645.9082,NA,NA,49.6601703730988,270.993074792244,0.478235140362221,589083,36.0526723261591,NA,2934855,NA,44.326,55.674,Latin America & Caribbean,Upper middle income
Japan,67.4290802202976,NA,NA,52.5,NA,NA,NA,51.1592591291078,NA,4971323079771.87,NA,5415123908442.26,NA,NA,48.8407408708922,347.073458415624,-0.202670345017896,37468302,32.3223008102939,NA,126529100,NA,8.384,91.616,East Asia & Pacific,High income
Jordan,61.5299674587889,NA,NA,NA,NA,80.26483,19.72004,49.389683544596,NA,42231295774.6479,NA,94372078341.1288,NA,NA,50.610316455404,112.14249831043,1.79215692220237,2064582,22.7932168226138,NA,9956011,NA,9.021,90.979,Middle East & North Africa,Upper middle income
Kazakhstan,55.8904705723402,NA,NA,NA,NA,NA,NA,51.5114836468188,NA,179339994859.384,NA,509544258566.61,NA,NA,48.4885163531812,6.76982590658221,1.31478014575849,1829005,17.4260191763813,NA,18276499,NA,42.572,57.428,Europe & Central Asia,Upper middle income
Kenya,72.7752887244185,NA,NA,NA,NA,NA,NA,50.3160203897178,NA,87908262519.9164,NA,178208164765.259,NA,NA,49.6839796102822,90.2994166637383,2.30594867522983,4385853,31.5721355695063,NA,51393010,NA,72.97,27.03,Sub-Saharan Africa,Lower middle income
